"cluster","marker","log2FC","pval"
"41","Cell_length",0.196678058650689,9.80731269552375e-225
"11","Cell_length",0.0706023299289851,2.75023042542735e-164
"51","Cell_length",0.0631504680388837,2.63925478906646e-40
"91","Cell_length",0.241030374858133,0
"81","Cell_length",0.0413919444497639,9.9990695265001e-86
"98","CD45RA",-1.1702639714333,2.6483636672713e-120
"88","CD45RA",-1.08364769242004,1.31629583790557e-77
"89","CD45RA",0.687321279872019,2.86656325265329e-87
"99","CD45RA",0.312041302250341,1.91569660349555e-30
"90","CD45RA",0.972743635989264,1.42413793898095e-246
"80","CD45RA",0.436446370372811,0.0107547452603644
"100","CD45RA",0.236403431561275,1.67914477349557e-17
"96","CD45RA",-1.03323435026935,1.70066032539623e-157
"95","CD45RA",-1.18582658084938,5.15185651853834e-200
"87","CD45RA",-1.25250791572753,2.24162315971853e-240
"97","CD45RA",-0.386586426587466,1.43488274312667e-12
"86","CD45RA",-1.53165166720388,8.45998758105e-164
"44","CD45RA",-0.560054731213691,4.65738016313941e-12
"45","CD45RA",-1.10193818511442,1.64006788519726e-62
"30","CD45RA",-0.123033506199671,9.75747698270397e-06
"20","CD45RA",-0.369113156432052,2.36460940113208e-36
"27","CD45RA",-0.250555085436182,2.02006239015811e-07
"39","CD45RA",-0.0770335015310368,0.0053106883952765
"9","CD45RA",-1.21339049888547,1.13854725575117e-309
"29","CD45RA",-0.499266606633542,5.00153834376804e-88
"7","CD45RA",-0.528669749169049,1.31313256989308e-102
"5","CD45RA",-0.832234976175199,2.80252644589999e-156
"28","CD45RA",-0.343366289764289,6.15682305210816e-45
"19","CD45RA",-0.0238366567392023,0.541830846652918
"26","CD45RA",-0.712019161952674,1.32785515494505e-136
"17","CD45RA",-0.485175053645857,2.53768226795656e-55
"37","CD45RA",-0.484629986952117,1.5289263169358e-36
"16","CD45RA",-0.930552802499526,1.52667882970887e-184
"18","CD45RA",0.424168147217091,3.63587105404264e-51
"6","CD45RA",-0.422633965416817,2.1923791245449e-20
"49","CD45RA",-0.05841009374452,0.0285579032458004
"8","CD45RA",-1.26199592557155,0
"15","CD45RA",-0.230166423106286,0.4470433939086
"36","CD45RA",-0.951408361741633,2.12626840021109e-133
"35","CD45RA",-0.0561871137360277,0.945972853731372
"66","CD45RA",0.185748986134174,0.226252614597728
"38","CD45RA",-0.60021112151227,1.81378572044506e-63
"77","CD45RA",-0.404599978737969,4.42195136209706e-40
"10","CD45RA",0.201685228550621,1.23027378780053e-12
"48","CD45RA",-0.10605262005789,0.00200824764532045
"78","CD45RA",-0.267095967252546,2.74337570169411e-22
"40","CD45RA",0.213277638103114,1.58035123084562e-10
"46","CD45RA",-0.318492666178321,6.6829919820745e-15
"50","CD45RA",-0.0235895149198218,0.465852838634868
"68","CD45RA",0.173957552966564,6.51592427839584e-08
"57","CD45RA",-0.108549745850502,0.000453219431038157
"58","CD45RA",0.615181133874982,5.44180251779453e-76
"60","CD45RA",0.392215085990144,1.68236546770451e-29
"47","CD45RA",-0.232610199538507,7.03474520659779e-09
"69","CD45RA",-0.633467677896179,2.62078296180436e-47
"56","CD45RA",-0.432873924217275,2.42410854162015e-31
"59","CD45RA",0.923115918584067,1.14456884449513e-209
"67","CD45RA",0.590395155964547,3.1683724377672e-23
"79","CD45RA",-0.336046235394731,8.84955435990569e-19
"70","CD45RA",0.738293639575665,3.62011671867293e-149
"73","CD45RA",1.02159599384308,7.03654767422555e-195
"93","CD45RA",1.16670160318046,0
"74","CD45RA",0.596718500885655,6.5086784880703e-99
"63","CD45RA",0.891431953803362,1.17266843240357e-136
"62","CD45RA",0.453166057045191,3.04449056942687e-51
"84","CD45RA",0.749150530159454,1.91289755253858e-96
"52","CD45RA",0.260210820671014,4.18126192823913e-18
"76","CD45RA",0.223942127217638,4.78150645575e-11
"65","CD45RA",1.03585619060676,2.54710335746998e-190
"83","CD45RA",0.703991163391246,8.77677349886046e-105
"75","CD45RA",1.36951231352449,1.20571181065102e-159
"64","CD45RA",0.74128974991083,5.77623367383618e-113
"25","CD45RA",-0.989619634150897,1.44033527287273e-38
"53","CD45RA",0.568549421276948,4.51487435593556e-44
"54","CD45RA",0.391397668319502,3.44682895650617e-20
"55","CD45RA",0.756919974683176,2.31139327961048e-54
"94","CD45RA",1.24950465454336,0
"85","CD45RA",1.39173645163731,1.6697028906981e-258
"71","CD45RA",-0.314883554702241,1.542114090009e-11
"72","CD45RA",0.604454589578155,2.07426672650443e-50
"42","CD45RA",-0.644628775597628,2.04808904347418e-47
"61","CD45RA",-0.289508855167435,1.91620252217843e-20
"3","CD45RA",-0.347479603745936,1.11933657575562e-31
"31","CD45RA",-0.51777620789939,3.08392995815845e-51
"92","CD45RA",-0.219833520539644,3.79978210559867e-05
"32","CD45RA",-0.812764271257648,7.74087580001317e-134
"14","CD45RA",-1.05044300986465,3.38933197264662e-170
"24","CD45RA",-0.823488771543074,1.80734707023824e-80
"82","CD45RA",0.0891820008523521,0.009786573194022
"13","CD45RA",-0.750611810428879,1.01013448988607e-128
"21","CD45RA",0.0318589239838549,0.352660127855166
"4","CD45RA",-0.393125557668927,6.52439755628968e-46
"12","CD45RA",-0.259629113760913,5.36591555893583e-18
"22","CD45RA",-0.370840257665621,1.05195818859163e-32
"23","CD45RA",-0.571623556306202,2.75412940059745e-99
"1","CD45RA",-1.07225935466142,1.26212746510868e-227
"33","CD45RA",-0.386567995021863,1.79615332852457e-26
"2","CD45RA",-1.35606113648673,7.95775908458014e-241
"43","CD45RA",-1.13951757567013,1.02223507988947e-79
"34","CD45RA",-0.890211506933497,6.41105171545333e-102
"41","CD45RA",-0.788255776614425,4.04706291463547e-59
"11","CD45RA",-1.32414405151063,6.81996228766725e-284
"51","CD45RA",0.0725373960615556,0.0267885806807484
"91","CD45RA",0.0345261220290136,0.226974714265324
"81","CD45RA",0.0867980827400863,0.00326702814589213
"98","CD133",-1.0240955951541,3.2357763667822e-22
"88","CD133",-0.715610329240843,2.15717758932332e-10
"89","CD133",-0.235057404496281,0.00211069160390199
"99","CD133",0.263198192545953,1.81519306104138e-05
"90","CD133",-0.683741920050914,1.39562782198164e-21
"80","CD133",-0.169860972838381,0.633455765303513
"100","CD133",0.3375347125954,8.51001534622255e-08
"96","CD133",0.180469288965414,0.0207418886750646
"95","CD133",0.793237309274964,3.92486867572195e-25
"87","CD133",0.606739531176017,2.00145180404892e-16
"97","CD133",0.310085594879658,0.0173514241399705
"86","CD133",1.08524723799937,1.00445113036733e-27
"44","CD133",-0.619156342037618,8.53663604355464e-05
"45","CD133",-0.606553029066042,1.33819349560812e-06
"30","CD133",0.41282969009368,1.55704537924359e-10
"20","CD133",0.431403219440666,9.87893560777052e-10
"27","CD133",-0.218041176351965,0.0363385791730717
"39","CD133",0.478596394738009,8.7096046770496e-16
"9","CD133",-3.94822593155522,0
"29","CD133",-0.0274876465097478,0.63276858025365
"7","CD133",0.243158668030561,1.65760770499269e-05
"5","CD133",-0.0520628876919931,0.460736121964227
"28","CD133",0.00699026580577478,0.896735763794967
"19","CD133",-2.7854467130626,3.64972852822836e-102
"26","CD133",-0.093370854673128,0.143344495428375
"17","CD133",-0.538195459267072,1.90657304119346e-14
"37","CD133",-0.206986093267874,0.0110136956486636
"16","CD133",-0.260447063198377,8.00288370160786e-05
"18","CD133",-3.66037806309647,9.60875844689752e-300
"6","CD133",-1.01536719999111,1.06448550851357e-24
"49","CD133",0.86705766753273,1.41529355792922e-45
"8","CD133",-5.54096897206067,0
"15","CD133",-0.247875429056934,0.661374166107863
"36","CD133",-0.304771378383504,0.00014609651571784
"35","CD133",0.60979478185483,0.690546890249655
"66","CD133",0.23951453410869,0.486399461848079
"38","CD133",0.282027837411005,0.000309100428712985
"77","CD133",0.822623307092298,2.71078632772956e-34
"10","CD133",-4.17985951311956,1.64905278743725e-318
"48","CD133",0.943004498276096,5.24969318226097e-32
"78","CD133",0.808723050647609,7.13863662722793e-37
"40","CD133",1.10293730889033,1.38376492866638e-43
"46","CD133",0.511070162079764,6.97691774038412e-10
"50","CD133",1.03040987961869,1.25336427221402e-39
"68","CD133",1.26581897450502,1.21792398437037e-58
"57","CD133",0.676508192005441,3.70904504270593e-22
"58","CD133",0.820497237910533,2.10103436347465e-25
"60","CD133",-2.73204526440399,1.66445509045265e-147
"47","CD133",0.577994330183258,3.195432810195e-11
"69","CD133",-2.93194109172292,8.39154503997937e-177
"56","CD133",0.585536975305114,1.59285421264992e-14
"59","CD133",-2.37972980518833,6.4831752612666e-142
"67","CD133",-2.5280363379839,6.88138663922361e-67
"79","CD133",-3.04307525042721,1.03485811434525e-156
"70","CD133",-2.41635097750161,2.73460389732263e-200
"73","CD133",1.19217266531714,4.36498137322735e-65
"93","CD133",-2.15014017739054,2.42786114792674e-178
"74","CD133",1.00595110026878,1.79208973410827e-53
"63","CD133",1.01884629318134,3.15603740701038e-43
"62","CD133",0.661578406672088,1.84419151356777e-21
"84","CD133",1.06140783213154,1.75548562933906e-36
"52","CD133",0.57622686823192,1.18904047925011e-15
"76","CD133",0.298232013452982,0.000338662987849033
"65","CD133",1.08792854749564,4.96347356649291e-46
"83","CD133",1.06167833773873,9.35469007530254e-46
"75","CD133",-1.53977642901493,1.77824886847412e-32
"64","CD133",0.805355462846731,1.01197448535918e-30
"25","CD133",-0.764725977886983,1.73846430047421e-07
"53","CD133",0.613803392920353,4.63117864440156e-11
"54","CD133",0.378675796808124,4.65348813538734e-05
"55","CD133",0.588568186845904,1.19161184868701e-09
"94","CD133",-2.17197796401146,1.85199624904954e-168
"85","CD133",-2.04239139833314,2.84912429899742e-84
"71","CD133",-0.47363067981196,1.18559556481618e-05
"72","CD133",0.615861236002464,7.17679795357795e-11
"42","CD133",-0.0922679889905602,0.339010898618324
"61","CD133",-0.186814457875529,0.00558891857181808
"3","CD133",0.198278375463923,0.003335238212273
"31","CD133",0.0737089318104251,0.351662956200371
"92","CD133",0.106175112194804,0.359799214518185
"32","CD133",-0.108857158388532,0.132825097771402
"14","CD133",-0.521672723658918,3.24629285356392e-11
"24","CD133",-0.393620321807027,8.16408621008116e-06
"82","CD133",0.254307414738566,0.00154545614959042
"13","CD133",-0.221078084433625,0.00113459791101028
"21","CD133",0.670831817606432,3.34861192378367e-17
"4","CD133",0.437537817897088,1.12785107455507e-11
"12","CD133",0.37800335834007,9.08718232358711e-09
"22","CD133",0.250507752560343,0.000429180204756688
"23","CD133",0.327279803235076,1.16448233186514e-07
"1","CD133",-2.68199444796574,9.42235740704379e-192
"33","CD133",0.297274992748466,0.000176146587128194
"2","CD133",-3.78234978283276,2.13654369796899e-194
"43","CD133",-0.712025752395724,2.60424811561947e-10
"34","CD133",-0.209734993384387,0.0165763287532146
"41","CD133",-3.61764504846308,5.30770217659202e-123
"11","CD133",-3.27917728864142,1.37488758692551e-238
"51","CD133",-0.888241333512405,2.36896146107982e-25
"91","CD133",-2.77725713949484,3.92264925427546e-225
"81","CD133",-3.04510954284401,9.64437101454075e-252
"98","CD19",-3.16744264353849,0
"88","CD19",-3.04804408737176,1.16889014886997e-318
"89","CD19",-2.54048065244159,0
"99","CD19",-2.33961522807357,0
"90","CD19",-3.1581275977476,0
"80","CD19",-2.69624325159574,5.62715871631419e-28
"100","CD19",-2.17140178469583,0
"96","CD19",-3.19783632939118,0
"95","CD19",-2.64091267576942,0
"87","CD19",-2.4997941298369,0
"97","CD19",-3.05325206929163,3.5711388706084e-212
"86","CD19",-2.73540858833877,5.16928640747442e-309
"44","CD19",-0.0618863031916952,0.676044508411019
"45","CD19",-3.03916327618074,6.14245826366041e-223
"30","CD19",-1.82018312804295,0
"20","CD19",-1.9426231199325,0
"27","CD19",-2.25758437633831,4.26203845572647e-198
"39","CD19",-1.94946676060987,0
"9","CD19",-5.01347031273738,0
"29","CD19",-2.32655613339081,0
"7","CD19",-2.21236284979711,0
"5","CD19",-2.43324066981482,0
"28","CD19",-2.50305556283196,0
"19","CD19",-4.36038273834241,0
"26","CD19",-2.27300082043751,0
"17","CD19",-2.70782474001827,0
"37","CD19",-2.44714054455457,0
"16","CD19",-2.48968162049332,0
"18","CD19",-4.45684270421662,0
"6","CD19",-3.2383620422637,0
"49","CD19",-1.56472559828375,0
"8","CD19",-5.79369266474354,0
"15","CD19",-2.77239596124934,5.45514567924154e-09
"36","CD19",-2.70413763787414,0
"35","CD19",-2.89537243071862,0.00524023941489802
"66","CD19",-1.40056923683165,3.50049389869947e-08
"38","CD19",-2.25529316461837,0
"77","CD19",-1.61017550390639,3.19976674872625e-319
"10","CD19",-4.87828973079732,0
"48","CD19",-1.68190483058768,1.89112228181146e-263
"78","CD19",-1.59874653768529,0
"40","CD19",-1.22748667518842,5.59573093716216e-147
"46","CD19",-1.75583483450959,4.42320894672969e-234
"50","CD19",-1.41538000808738,5.29155057935038e-190
"68","CD19",-1.18332107809577,1.46574136476662e-159
"57","CD19",-1.6438194144689,0
"58","CD19",-1.59266001650273,2.18833874166033e-245
"60","CD19",-4.36477251446885,0
"47","CD19",-1.93500538943597,1.17317138415052e-239
"69","CD19",-4.05923138466818,0
"56","CD19",-1.80971446587662,1.27338949554331e-293
"59","CD19",-4.04284197603323,0
"67","CD19",-3.98172930986373,0
"79","CD19",-3.8412678871987,0
"70","CD19",-3.97808521304677,0
"73","CD19",2.11646987290038,0
"93","CD19",1.97218219923219,0
"74","CD19",2.02202262096721,0
"63","CD19",2.26953773023671,0
"62","CD19",1.96843182602742,0
"84","CD19",1.94645278682574,0
"52","CD19",1.95060922700422,0
"76","CD19",1.78724359072874,0
"65","CD19",2.09633881049471,0
"83","CD19",1.99051682783652,0
"75","CD19",2.13091700996531,4.66365776054878e-311
"64","CD19",2.01362916190768,0
"25","CD19",-2.77332322846717,1.53343438413187e-115
"53","CD19",1.98589612222428,0
"54","CD19",1.97353576499655,0
"55","CD19",2.03048773052523,1.68292006816051e-310
"94","CD19",2.08828828215373,0
"85","CD19",1.9739589209097,0
"71","CD19",1.64274464027642,1.59629720229361e-230
"72","CD19",1.77344301783216,0
"42","CD19",-2.50102848286911,2.55507830543353e-247
"61","CD19",1.70654290009845,0
"3","CD19",-1.89991269320845,0
"31","CD19",-2.39002466490292,0
"92","CD19",1.64396818113374,2.90262404113098e-172
"32","CD19",-2.1683239195899,0
"14","CD19",-2.79311861474459,0
"24","CD19",-2.44716728269198,2.90858429926875e-296
"82","CD19",1.68215061072908,0
"13","CD19",-2.3376442629309,0
"21","CD19",-1.60756737520037,4.73702788424595e-206
"4","CD19",-1.87802610521162,0
"12","CD19",-1.72726585685952,0
"22","CD19",-1.90364086938715,0
"23","CD19",-2.13254672784263,0
"1","CD19",-3.35016510873873,0
"33","CD19",-1.82271617077912,1.11581659609943e-257
"2","CD19",-4.7924799733945,0
"43","CD19",-2.83470160981366,4.70389357662009e-278
"34","CD19",-2.44253974885044,0
"41","CD19",-4.91268882628472,0
"11","CD19",-3.13903074340113,0
"51","CD19",-3.30840980369913,0
"91","CD19",1.81491068862,0
"81","CD19",1.99304504051148,0
"98","CD22",-2.79498742550621,3.41308300690699e-245
"88","CD22",-2.77847906448005,1.42000919337695e-224
"89","CD22",-2.16282573775014,2.20504286705669e-302
"99","CD22",-1.85485005112357,0
"90","CD22",-3.02906300447907,0
"80","CD22",-2.2904370237424,2.81217879310486e-15
"100","CD22",-1.75295046495551,0
"96","CD22",-2.62878416614221,1.05690522958359e-318
"95","CD22",-2.31385816477666,7.37460564598412e-317
"87","CD22",-1.90623816637657,1.27859639858427e-264
"97","CD22",-1.70376998938393,8.55346363499714e-75
"86","CD22",-2.28558166405971,3.45022131051656e-183
"44","CD22",-0.737121264822516,3.46221277329823e-09
"45","CD22",-2.4773658143337,9.41943822778866e-141
"30","CD22",-1.65955596429033,3.52149492696541e-278
"20","CD22",-1.52131217046964,1.21030566860401e-204
"27","CD22",-2.15491769204304,9.06521707199785e-152
"39","CD22",-1.72862523965398,3.74007693901824e-319
"9","CD22",-7.0550014385595,0
"29","CD22",-2.20885412268853,0
"7","CD22",-1.79555030715387,0
"5","CD22",-2.02445443226977,0
"28","CD22",-2.09607845616569,0
"19","CD22",-6.21391206213364,0
"26","CD22",-1.9114857197133,0
"17","CD22",-2.70394684162284,0
"37","CD22",-2.02983866865946,1.09587852641231e-243
"16","CD22",-2.210994686226,0
"18","CD22",-10.2696174278184,0
"6","CD22",-3.28219168075465,0
"49","CD22",-1.18578237403101,6.13918384173487e-192
"8","CD22",-8.99710857615153,0
"15","CD22",-1.56204261939268,8.23241166084394e-05
"36","CD22",-2.33556038257975,0
"35","CD22",-0.587802104753318,0.489379779197124
"66","CD22",-0.802585734097046,0.000202527451523815
"38","CD22",-1.86487916103726,8.23031264959237e-224
"77","CD22",-1.23172496125592,6.73641892585156e-173
"10","CD22",-8.48374811253262,0
"48","CD22",-1.27900179944411,6.73768042262802e-139
"78","CD22",-1.10871292931505,1.57596370733279e-149
"40","CD22",-0.995188268614682,3.72033509858638e-83
"46","CD22",-1.46328555880263,6.17879747527276e-138
"50","CD22",-0.928746328675005,2.29184562929957e-74
"68","CD22",-0.883142087804307,1.43836932941218e-75
"57","CD22",-1.29090627748586,4.94897821823554e-175
"58","CD22",-1.30358968176374,3.97202015878464e-132
"60","CD22",-5.25844343586597,0
"47","CD22",-1.29482246458402,5.21907568141248e-107
"69","CD22",-4.5990848418721,0
"56","CD22",-1.34335530935373,1.04633194988844e-154
"59","CD22",-4.8288009101721,0
"67","CD22",-5.12092139345367,0
"79","CD22",-5.37662334844846,0
"70","CD22",-4.62529093200745,0
"73","CD22",2.01756140664027,0
"93","CD22",2.5626767613931,0
"74","CD22",2.55715902542898,0
"63","CD22",2.63563965889114,0
"62","CD22",2.47853536646611,0
"84","CD22",1.89534448136185,7.50686937368063e-258
"52","CD22",2.43249843389159,0
"76","CD22",1.70893333194956,1.39887357959513e-197
"65","CD22",2.00856439203065,5.57326132454737e-309
"83","CD22",2.42827755454447,0
"75","CD22",2.54894716629378,4.59451450116955e-254
"64","CD22",1.7205733336579,5.01363096662105e-256
"25","CD22",-2.329239941585,6.79434117945617e-89
"53","CD22",2.30487136176207,3.86976860222983e-311
"54","CD22",2.16448820399022,8.9590449733151e-248
"55","CD22",1.94976056145096,3.3032025589357e-143
"94","CD22",2.61916998557348,0
"85","CD22",1.72052762926711,9.04474827655111e-192
"71","CD22",-0.303447416937934,4.99816435610929e-05
"72","CD22",1.04827688564672,2.71086556328876e-58
"42","CD22",-2.06556274909327,3.17988148330364e-158
"61","CD22",-0.50103020807473,1.22257256279412e-36
"3","CD22",-1.40215047425324,2.18996162397277e-177
"31","CD22",-1.6911412539561,3.59563197955194e-197
"92","CD22",-1.15234991651489,1.14652024921888e-59
"32","CD22",-1.86117909239898,1.57624174160884e-280
"14","CD22",-2.45257814581799,0
"24","CD22",-1.76000502760054,1.7071808576386e-171
"82","CD22",-0.126598054137074,0.0127256217901896
"13","CD22",-1.86799519868053,0
"21","CD22",-0.900132930457124,3.17463704416292e-64
"4","CD22",-1.21105821827091,1.19958198278265e-176
"12","CD22",-1.18245372049575,1.72233209374475e-159
"22","CD22",-1.25474406697806,1.12810235842455e-159
"23","CD22",-1.46467195020269,4.12964029517806e-271
"1","CD22",-2.48237518878839,0
"33","CD22",-1.22273315689612,2.58862667822487e-109
"2","CD22",-3.66236976680767,0
"43","CD22",-2.22919957923107,3.78378340436165e-168
"34","CD22",-1.51919400454472,4.91932319695325e-141
"41","CD22",-4.99562886199841,0
"11","CD22",-2.25784148932776,0
"51","CD22",-2.28689793760574,5.25796973948037e-303
"91","CD22",-0.358964730286897,6.9751063485991e-20
"81","CD22",-0.27345880084011,9.51090857529056e-11
"98","CD11b",0.819633997670124,8.60096279590224e-53
"88","CD11b",0.148395551854927,0.0164101287569744
"89","CD11b",0.199233141790411,8.47182368730717e-09
"99","CD11b",-0.198980622256494,2.96649039753105e-11
"90","CD11b",-0.184663741314143,6.3205484737862e-10
"80","CD11b",-0.685549818550348,0.00120031293490696
"100","CD11b",-0.000529180037344812,0.985561901622924
"96","CD11b",-2.51118326588075,0
"95","CD11b",-2.07625543464989,0
"87","CD11b",-1.92988991983408,0
"97","CD11b",-1.68264394497045,4.17990084069305e-95
"86","CD11b",-2.07071816472912,5.96691680504234e-211
"44","CD11b",-1.8520821539279,1.71888012813054e-59
"45","CD11b",-2.19033161573714,1.08822369367444e-155
"30","CD11b",-1.20341924493545,5.73155273037043e-228
"20","CD11b",-1.18024246829431,8.95720272112259e-206
"27","CD11b",-1.73558813306419,1.78045503839573e-142
"39","CD11b",-1.14643280185958,2.92363920421856e-244
"9","CD11b",-3.23450674944601,0
"29","CD11b",-1.63322692631078,0
"7","CD11b",-1.40177758587219,0
"5","CD11b",-1.69189674575477,0
"28","CD11b",-1.69124155104403,0
"19","CD11b",-3.36626826899607,0
"26","CD11b",-1.52254467453413,0
"17","CD11b",-2.28673056226591,0
"37","CD11b",-1.79770766361889,1.81213075733462e-265
"16","CD11b",-1.9025438817717,0
"18","CD11b",-3.74460372598138,0
"6","CD11b",-2.54959330687705,0
"49","CD11b",-1.1488954761931,4.65350588165713e-234
"8","CD11b",-3.2872255798505,0
"15","CD11b",-0.116353783370813,0.831198529826346
"36","CD11b",-1.73408044864986,6.69370961877573e-296
"35","CD11b",-0.472131851095513,0.476167448596154
"66","CD11b",-1.37876110420402,3.49646844110148e-10
"38","CD11b",-1.73798967400594,1.40597771744129e-282
"77","CD11b",-0.997200589991823,6.72496428579189e-166
"10","CD11b",-3.8160916513716,0
"48","CD11b",-1.20610160495475,4.01044782352838e-168
"78","CD11b",-1.15266250847333,2.14571398724634e-226
"40","CD11b",-0.843085248580808,7.76300911876826e-89
"46","CD11b",-1.12432217573375,1.91247245706785e-126
"50","CD11b",-0.705270550212185,6.30332965094896e-69
"68","CD11b",-0.512913653725896,9.93313397017279e-43
"57","CD11b",-1.07744597715758,2.78139326540658e-171
"58","CD11b",-1.33979583124661,2.83314000952591e-192
"60","CD11b",-2.17877399895632,2.50867150515078e-304
"47","CD11b",-1.46948950949109,1.05330027548167e-162
"69","CD11b",-2.33346865059557,0
"56","CD11b",-1.40848782890655,5.81135983754276e-218
"59","CD11b",-3.18429033091139,0
"67","CD11b",-2.83557177093231,1.32314547604324e-212
"79","CD11b",-2.88617331236995,0
"70","CD11b",-2.93487827196718,0
"73","CD11b",-0.537679924740326,9.42859234028208e-57
"93","CD11b",-1.31627080499325,1.1739167045697e-314
"74","CD11b",-0.605270002539605,8.83580944970419e-83
"63","CD11b",-0.721921249804577,4.64384565553076e-81
"62","CD11b",-0.83284028737396,4.89307339986777e-132
"84","CD11b",-0.467525967299478,3.45259664599861e-35
"52","CD11b",-1.17145043811442,1.3988879693209e-223
"76","CD11b",-1.250368412922,1.64714947975624e-169
"65","CD11b",-0.579271022159272,2.4850254518869e-52
"83","CD11b",-0.471034958867574,1.91846380291053e-43
"75","CD11b",-1.86381636509313,7.8047410774171e-188
"64","CD11b",-1.02289056640371,4.55066211851679e-174
